token,description
3d42cd90a8184d9ebd3bb85b6416314d,Waiting at red light  in front of turning cars  active bicycle in the right
3d42cd90a8184d9ebd3bb85b6416314d,Waiting at red light  in front of turning cars  active bicycle in the right
3d42cd90a8184d9ebd3bb85b6416314d,Waiting at red light  in front of turning cars  active bicycle in the right
14b96c255dee4a838a8d401302ac2852,Ped mending a bus  lots of barriers
14b96c255dee4a838a8d401302ac2852,Ped mending a bus  lots of barriers
14b96c255dee4a838a8d401302ac2852,Ped mending a bus  lots of barriers
d654cae175de44319ace178994ed0329,Peds crossing  turn right  construction
d654cae175de44319ace178994ed0329,Peds crossing  turn right  construction
d654cae175de44319ace178994ed0329,Peds crossing  turn right  construction
cffc45a1565446fab5014afb3da169e8,Turning heavy truck  parked cars
cffc45a1565446fab5014afb3da169e8,Turning heavy truck  parked cars
cffc45a1565446fab5014afb3da169e8,Turning heavy truck  parked cars
9833ac6de5ae418f9e6d0eeb58e72beb,Parked cars  parked bicycles
9833ac6de5ae418f9e6d0eeb58e72beb,Parked cars  parked bicycles
9833ac6de5ae418f9e6d0eeb58e72beb,Parked cars  parked bicycles
2d8e61ea27fd419ba9b708488e3f2f10,Parking lot  right turn  approach policeman handling traffic
2d8e61ea27fd419ba9b708488e3f2f10,Parking lot  right turn  approach policeman handling traffic
2d8e61ea27fd419ba9b708488e3f2f10,Parking lot  right turn  approach policeman handling traffic
4284a8d9b40d42edb9725543db91381e,Police lets us pass  left turn  ped stand beside the parked car  parking lot
4284a8d9b40d42edb9725543db91381e,Police lets us pass  left turn  ped stand beside the parked car  parking lot
4284a8d9b40d42edb9725543db91381e,Police lets us pass  left turn  ped stand beside the parked car  parking lot
26540bfbab79463cb1ba76b52ec6013b,Cross intersection  construction  barriers  construction worker walking along the barriers
26540bfbab79463cb1ba76b52ec6013b,Cross intersection  construction  barriers  construction worker walking along the barriers
26540bfbab79463cb1ba76b52ec6013b,Cross intersection  construction  barriers  construction worker walking along the barriers
363bb6c0fdaf465aa54c39f082bb92c6,Wait at intersection  turn right  follow and overtake truck and bus
363bb6c0fdaf465aa54c39f082bb92c6,Wait at intersection  turn right  follow and overtake truck and bus
363bb6c0fdaf465aa54c39f082bb92c6,Wait at intersection  turn right  follow and overtake truck and bus
ab8bf18dfce14db4b8213b88f5dc1429,Overtake heavy truck  stopped motorcycle  parking lot  peds  arrive at intersection
ab8bf18dfce14db4b8213b88f5dc1429,Overtake heavy truck  stopped motorcycle  parking lot  peds  arrive at intersection
ab8bf18dfce14db4b8213b88f5dc1429,Overtake heavy truck  stopped motorcycle  parking lot  peds  arrive at intersection
5ab815cbcfee494499e41151890d6d8f,Ped crossing  crane crossing intersection  two big trucks moving  moving construction vehicle
5ab815cbcfee494499e41151890d6d8f,Ped crossing  crane crossing intersection  two big trucks moving  moving construction vehicle
5ab815cbcfee494499e41151890d6d8f,Ped crossing  crane crossing intersection  two big trucks moving  moving construction vehicle
9a442b0f6b7a41568b3e4f7b7ba58402,Dense traffic  car overtaking us  digital traffic sign  parked cars  bike rack
9a442b0f6b7a41568b3e4f7b7ba58402,Dense traffic  car overtaking us  digital traffic sign  parked cars  bike rack
9a442b0f6b7a41568b3e4f7b7ba58402,Dense traffic  car overtaking us  digital traffic sign  parked cars  bike rack
bd850592cd2541288b177b8e20baa31e,Light turns green at busy intersection  big street  parked cars
bd850592cd2541288b177b8e20baa31e,Light turns green at busy intersection  big street  parked cars
bd850592cd2541288b177b8e20baa31e,Light turns green at busy intersection  big street  parked cars
59ff984c3143486da7d2c4ffec023b36,Big street  construction  SUV overtaking
59ff984c3143486da7d2c4ffec023b36,Big street  construction  SUV overtaking
59ff984c3143486da7d2c4ffec023b36,Big street  construction  SUV overtaking
7ef04cdbd04c4b67a22f59502cb8fac6,Lane change  construction
7ef04cdbd04c4b67a22f59502cb8fac6,Lane change  construction
7ef04cdbd04c4b67a22f59502cb8fac6,Lane change  construction
6308d6d934074a028fc3145eedf3e65f,Construction  parked cars
6308d6d934074a028fc3145eedf3e65f,Construction  parked cars
6308d6d934074a028fc3145eedf3e65f,Construction  parked cars
5c2fc0a595c9435cb08e30700c63f9e9,Bridge  skateboarder  wheelchair  peds  truck  arrive at intersection  parked cars
5c2fc0a595c9435cb08e30700c63f9e9,Bridge  skateboarder  wheelchair  peds  truck  arrive at intersection  parked cars
5c2fc0a595c9435cb08e30700c63f9e9,Bridge  skateboarder  wheelchair  peds  truck  arrive at intersection  parked cars
63252988084b4943a50734990c47e039,Wait at intersection  cars and trucks coming from both sides
63252988084b4943a50734990c47e039,Wait at intersection  cars and trucks coming from both sides
63252988084b4943a50734990c47e039,Wait at intersection  cars and trucks coming from both sides
1a819a84e3494177b47bea8c7f0770ec,Wait at intersection  cyclist crossing intersection
1a819a84e3494177b47bea8c7f0770ec,Wait at intersection  cyclist crossing intersection
1a819a84e3494177b47bea8c7f0770ec,Wait at intersection  cyclist crossing intersection
3bc4553925494890a21ef7a15c40eaed,Right turn  peds crossing  cross intersection  cyclist
3bc4553925494890a21ef7a15c40eaed,Right turn  peds crossing  cross intersection  cyclist
3bc4553925494890a21ef7a15c40eaed,Right turn  peds crossing  cross intersection  cyclist
84f4c0747550493f959595dae6785cd3,Turn right  cross bridge  peds
84f4c0747550493f959595dae6785cd3,Turn right  cross bridge  peds
84f4c0747550493f959595dae6785cd3,Turn right  cross bridge  peds
7f8714d8ca814914bf4ff3ed30123db5,Cross bridge  peds  ban  parked bicycle
7f8714d8ca814914bf4ff3ed30123db5,Cross bridge  peds  ban  parked bicycle
7f8714d8ca814914bf4ff3ed30123db5,Cross bridge  peds  ban  parked bicycle
da783af4b5124333911684dbaf31d969,Bike rack  peds walking  parked cars  jaywalker
da783af4b5124333911684dbaf31d969,Bike rack  peds walking  parked cars  jaywalker
da783af4b5124333911684dbaf31d969,Bike rack  peds walking  parked cars  jaywalker
85a9c262809d4ac49d2a9b1f8a1487e8,Arrive at intersection  ped loading car trunk  ped with dog crossing crosswalk  bus
85a9c262809d4ac49d2a9b1f8a1487e8,Arrive at intersection  ped loading car trunk  ped with dog crossing crosswalk  bus
85a9c262809d4ac49d2a9b1f8a1487e8,Arrive at intersection  ped loading car trunk  ped with dog crossing crosswalk  bus
c6da5920d2bc459bb3bc51ee6b9fdd7e,Huge parking lot  dense traffic
c6da5920d2bc459bb3bc51ee6b9fdd7e,Huge parking lot  dense traffic
c6da5920d2bc459bb3bc51ee6b9fdd7e,Huge parking lot  dense traffic
9a0d2af517ff44f587c93254ee657215,Cross intersection  construction  large group of cones
9a0d2af517ff44f587c93254ee657215,Cross intersection  construction  large group of cones
9a0d2af517ff44f587c93254ee657215,Cross intersection  construction  large group of cones
f123185f3bb64faebc08d4453aec2659,Cross intersection  turning truck  parked truck
f123185f3bb64faebc08d4453aec2659,Cross intersection  turning truck  parked truck
f123185f3bb64faebc08d4453aec2659,Cross intersection  turning truck  parked truck
8c7dfcee70754286959b80c6cfe2d246,Barriers  parked cars
8c7dfcee70754286959b80c6cfe2d246,Barriers  parked cars
8c7dfcee70754286959b80c6cfe2d246,Barriers  parked cars
7540f31d12f1439db67a50be7726c70d,Parked cars  bicyclist waiting in the middle of the intersection
7540f31d12f1439db67a50be7726c70d,Parked cars  bicyclist waiting in the middle of the intersection
7540f31d12f1439db67a50be7726c70d,Parked cars  bicyclist waiting in the middle of the intersection
dbe2eceb3e4649289366f674c2ba4274,Peds  bus stop  oncoming cars  parked lot  bump  slope
dbe2eceb3e4649289366f674c2ba4274,Peds  bus stop  oncoming cars  parked lot  bump  slope
dbe2eceb3e4649289366f674c2ba4274,Peds  bus stop  oncoming cars  parked lot  bump  slope
c74a3a7265ae45f99f65628fbd7cd2a4,Parked bicycles  ped  cars at opp lane
c74a3a7265ae45f99f65628fbd7cd2a4,Parked bicycles  ped  cars at opp lane
c74a3a7265ae45f99f65628fbd7cd2a4,Parked bicycles  ped  cars at opp lane
fc9068b303e448a6bbcefd37204386a9,Bus drops off passenger  overtake bus  peds  bus at roundabout  jaywalker
fc9068b303e448a6bbcefd37204386a9,Bus drops off passenger  overtake bus  peds  bus at roundabout  jaywalker
fc9068b303e448a6bbcefd37204386a9,Bus drops off passenger  overtake bus  peds  bus at roundabout  jaywalker
4b48dfc43a3f411b88a71031d77e5696,Buses  overtake bus  peds  motorcycles
4b48dfc43a3f411b88a71031d77e5696,Buses  overtake bus  peds  motorcycles
4b48dfc43a3f411b88a71031d77e5696,Buses  overtake bus  peds  motorcycles
69ee276c40644ddbb7fe21c613cd7689,Ped  heavy traffic flow  peds  parked car
69ee276c40644ddbb7fe21c613cd7689,Ped  heavy traffic flow  peds  parked car
69ee276c40644ddbb7fe21c613cd7689,Ped  heavy traffic flow  peds  parked car
53484b9d012842bb98719a9d12b038ca,Several peds crossing road at crosswalk
53484b9d012842bb98719a9d12b038ca,Several peds crossing road at crosswalk
53484b9d012842bb98719a9d12b038ca,Several peds crossing road at crosswalk
13c6a31ab85547b08dab2544024553a8,Parked cars  cones  reduce speed for traffic light
13c6a31ab85547b08dab2544024553a8,Parked cars  cones  reduce speed for traffic light
13c6a31ab85547b08dab2544024553a8,Parked cars  cones  reduce speed for traffic light
cc9d6954dc6448359fc1e8aeafc5f760,Jaywalker  parked cars  right turn  right turn
cc9d6954dc6448359fc1e8aeafc5f760,Jaywalker  parked cars  right turn  right turn
cc9d6954dc6448359fc1e8aeafc5f760,Jaywalker  parked cars  right turn  right turn
af128e79b77a4a4b8bfcd997c320b2a9,Avoid parked cars  lane change  stop at intersection  ped
af128e79b77a4a4b8bfcd997c320b2a9,Avoid parked cars  lane change  stop at intersection  ped
af128e79b77a4a4b8bfcd997c320b2a9,Avoid parked cars  lane change  stop at intersection  ped
566311b8201e416f9f99463656dcadce,Turn right  bus  peds  narrow street
566311b8201e416f9f99463656dcadce,Turn right  bus  peds  narrow street
566311b8201e416f9f99463656dcadce,Turn right  bus  peds  narrow street
c24317a5c0cb4f5c9fd31740eb1152f2,Cones  parked car blocking ego vehicle  wait and overtake
c24317a5c0cb4f5c9fd31740eb1152f2,Cones  parked car blocking ego vehicle  wait and overtake
c24317a5c0cb4f5c9fd31740eb1152f2,Cones  parked car blocking ego vehicle  wait and overtake
d825d5544592463e8c138473502dfeea,Nature  parked truck  peds  peds with luggage  sitting ped  parked bicycles  bridge  taxi  concrete truck  turn left  stopped truck
d825d5544592463e8c138473502dfeea,Nature  parked truck  peds  peds with luggage  sitting ped  parked bicycles  bridge  taxi  concrete truck  turn left  stopped truck
d825d5544592463e8c138473502dfeea,Nature  parked truck  peds  peds with luggage  sitting ped  parked bicycles  bridge  taxi  concrete truck  turn left  stopped truck
a99120daccb24bcd941b33e6e03bf718,Turn left  parked bus  concrete truck  turn left
a99120daccb24bcd941b33e6e03bf718,Turn left  parked bus  concrete truck  turn left
a99120daccb24bcd941b33e6e03bf718,Turn left  parked bus  concrete truck  turn left
1d914f73a4a243c3acac50d24f083aac,Follow concrete truck  construction  traffic cones on the opposite side of the road
1d914f73a4a243c3acac50d24f083aac,Follow concrete truck  construction  traffic cones on the opposite side of the road
1d914f73a4a243c3acac50d24f083aac,Follow concrete truck  construction  traffic cones on the opposite side of the road
6746ba640c0e45c7961efbe6af51757e,Start at intersection  cross intersection  construction  parked bicycle  stop at intersection
6746ba640c0e45c7961efbe6af51757e,Start at intersection  cross intersection  construction  parked bicycle  stop at intersection
6746ba640c0e45c7961efbe6af51757e,Start at intersection  cross intersection  construction  parked bicycle  stop at intersection
312102fd97de4bd4859374946e24ccdc,Start at intersection  truck  bus  construction zone  parked bicycle
312102fd97de4bd4859374946e24ccdc,Start at intersection  truck  bus  construction zone  parked bicycle
312102fd97de4bd4859374946e24ccdc,Start at intersection  truck  bus  construction zone  parked bicycle
2f093cad7209436aa06e103bfe062857,Construction worker  construction  blocking us  then giving sign to start
2f093cad7209436aa06e103bfe062857,Construction worker  construction  blocking us  then giving sign to start
2f093cad7209436aa06e103bfe062857,Construction worker  construction  blocking us  then giving sign to start
7bcc4753bdb64d2cb407b55cc4e4527f,Arrive at intersection  construction  digger turning  peds crossing  bus
7bcc4753bdb64d2cb407b55cc4e4527f,Arrive at intersection  construction  digger turning  peds crossing  bus
7bcc4753bdb64d2cb407b55cc4e4527f,Arrive at intersection  construction  digger turning  peds crossing  bus
f0294478e1994642bac453f1e84610df,Wait at intersection  digger turning  peds  construction  worker putting down cones
f0294478e1994642bac453f1e84610df,Wait at intersection  digger turning  peds  construction  worker putting down cones
f0294478e1994642bac453f1e84610df,Wait at intersection  digger turning  peds  construction  worker putting down cones
2121cc12888e47ce856dc5391f202594,Wait at intersection  construction  heavy vehicle reversing  several peds waiting for crossing
2121cc12888e47ce856dc5391f202594,Wait at intersection  construction  heavy vehicle reversing  several peds waiting for crossing
2121cc12888e47ce856dc5391f202594,Wait at intersection  construction  heavy vehicle reversing  several peds waiting for crossing
2987b4494fcc4639bdd6d714a94b2c72,Bus stop  parked bicycle  sparsely populated with peds  parking lot
2987b4494fcc4639bdd6d714a94b2c72,Bus stop  parked bicycle  sparsely populated with peds  parking lot
2987b4494fcc4639bdd6d714a94b2c72,Bus stop  parked bicycle  sparsely populated with peds  parking lot
cf10376382b74af1975be86f7190df20,Parking lot  worker cleaning  garbage  traffic cones  knocked over traffic cone
cf10376382b74af1975be86f7190df20,Parking lot  worker cleaning  garbage  traffic cones  knocked over traffic cone
cf10376382b74af1975be86f7190df20,Parking lot  worker cleaning  garbage  traffic cones  knocked over traffic cone
212b65c558254e2084489bf76e371e1a,Parking lot  turn left  cone
212b65c558254e2084489bf76e371e1a,Parking lot  turn left  cone
212b65c558254e2084489bf76e371e1a,Parking lot  turn left  cone
4098aaf3c7074e7d87285e2fc95369e0,Ped  parking lot  parked scooter  turn left
4098aaf3c7074e7d87285e2fc95369e0,Ped  parking lot  parked scooter  turn left
4098aaf3c7074e7d87285e2fc95369e0,Ped  parking lot  parked scooter  turn left
88084e0150d64dd1949a9cf1493e5188,Turn right  oncoming scooter  parked trucks
88084e0150d64dd1949a9cf1493e5188,Turn right  oncoming scooter  parked trucks
88084e0150d64dd1949a9cf1493e5188,Turn right  oncoming scooter  parked trucks
f13bd38bf9b64d579a63d4e7d750f592,Followed by scooter  peds  bus stop  parked trucks  bus stop  parked bicycles  bicyclist
f13bd38bf9b64d579a63d4e7d750f592,Followed by scooter  peds  bus stop  parked trucks  bus stop  parked bicycles  bicyclist
f13bd38bf9b64d579a63d4e7d750f592,Followed by scooter  peds  bus stop  parked trucks  bus stop  parked bicycles  bicyclist
8dd4349e80c345afac455cf76074f028,Jaywalker  offloading truck  parked bicycle
8dd4349e80c345afac455cf76074f028,Jaywalker  offloading truck  parked bicycle
8dd4349e80c345afac455cf76074f028,Jaywalker  offloading truck  parked bicycle
792b78f6cbcf413c821cb591630cddfb,Weirdly stopped car  turn right at intersection  ped crossing
792b78f6cbcf413c821cb591630cddfb,Weirdly stopped car  turn right at intersection  ped crossing
792b78f6cbcf413c821cb591630cddfb,Weirdly stopped car  turn right at intersection  ped crossing
4ea72ee843914a6cbd755e39f2489156,Buses  turn right
4ea72ee843914a6cbd755e39f2489156,Buses  turn right
4ea72ee843914a6cbd755e39f2489156,Buses  turn right
54cdaaae372d421fa4734d66f51a8c48,Arrive at busy intersection
54cdaaae372d421fa4734d66f51a8c48,Arrive at busy intersection
54cdaaae372d421fa4734d66f51a8c48,Arrive at busy intersection
a1b51c02d8414856a86c0c37e4789c2f,Start at busy intersection  turn right  multiple scooters crossing
a1b51c02d8414856a86c0c37e4789c2f,Start at busy intersection  turn right  multiple scooters crossing
a1b51c02d8414856a86c0c37e4789c2f,Start at busy intersection  turn right  multiple scooters crossing
105c227c304b4cb18e98a5be6b2d8302,Parked truck  cones  sitting peds  peds  chicken on the road
105c227c304b4cb18e98a5be6b2d8302,Parked truck  cones  sitting peds  peds  chicken on the road
105c227c304b4cb18e98a5be6b2d8302,Parked truck  cones  sitting peds  peds  chicken on the road
17302a41218442ffbb0b094adb0669ab,Peds  parked bus  oncoming scooter  parked bicycles  parked trucks  buses  wait at intersection
17302a41218442ffbb0b094adb0669ab,Peds  parked bus  oncoming scooter  parked bicycles  parked trucks  buses  wait at intersection
17302a41218442ffbb0b094adb0669ab,Peds  parked bus  oncoming scooter  parked bicycles  parked trucks  buses  wait at intersection
b68cfa7e0bd64bd395fd922d750cfdd2,Turn left  peds  parked bicycle  bus stop
b68cfa7e0bd64bd395fd922d750cfdd2,Turn left  peds  parked bicycle  bus stop
b68cfa7e0bd64bd395fd922d750cfdd2,Turn left  peds  parked bicycle  bus stop
10dfdae842b543938a230f25a1e9f934,Parking lot  peds  construction  a car doing reverse parking
10dfdae842b543938a230f25a1e9f934,Parking lot  peds  construction  a car doing reverse parking
10dfdae842b543938a230f25a1e9f934,Parking lot  peds  construction  a car doing reverse parking
7463b2d752f0464f803b07a945ee7c5a,Parking lot  vehicle reverses into parking spot
7463b2d752f0464f803b07a945ee7c5a,Parking lot  vehicle reverses into parking spot
7463b2d752f0464f803b07a945ee7c5a,Parking lot  vehicle reverses into parking spot
28d385e6db0e495da3a606b58e2432f0,Parking lot  turn right  peds
28d385e6db0e495da3a606b58e2432f0,Parking lot  turn right  peds
28d385e6db0e495da3a606b58e2432f0,Parking lot  turn right  peds
f05ec45554f842ccb523caf326750f13,Parking lot  peds  oncoming scooter
f05ec45554f842ccb523caf326750f13,Parking lot  peds  oncoming scooter
f05ec45554f842ccb523caf326750f13,Parking lot  peds  oncoming scooter
0cc28fe2c1064fb9a51f1647c28ca564,Lane change  cyclist on side walk  construction  left turn
0cc28fe2c1064fb9a51f1647c28ca564,Lane change  cyclist on side walk  construction  left turn
0cc28fe2c1064fb9a51f1647c28ca564,Lane change  cyclist on side walk  construction  left turn
fdf4384c1fce4a16aad939d8417bccd6,Construction zone  excavator  workers  nature  parked buses  ped
fdf4384c1fce4a16aad939d8417bccd6,Construction zone  excavator  workers  nature  parked buses  ped
fdf4384c1fce4a16aad939d8417bccd6,Construction zone  excavator  workers  nature  parked buses  ped
90d616aaefc4429380388205ebb23398,Parked cars  tricycle  narrow road  overtake  sitting peds  passed by electric vehicle
90d616aaefc4429380388205ebb23398,Parked cars  tricycle  narrow road  overtake  sitting peds  passed by electric vehicle
90d616aaefc4429380388205ebb23398,Parked cars  tricycle  narrow road  overtake  sitting peds  passed by electric vehicle
1c89941a6935484182ca19eddcd3bc77,Parked cars  give way for oncoming vehicle
1c89941a6935484182ca19eddcd3bc77,Parked cars  give way for oncoming vehicle
1c89941a6935484182ca19eddcd3bc77,Parked cars  give way for oncoming vehicle
eba4b7c19b5f48289e105937d03e5222,Ped crossing  peds  construction  parked bicycles  turn right
eba4b7c19b5f48289e105937d03e5222,Ped crossing  peds  construction  parked bicycles  turn right
eba4b7c19b5f48289e105937d03e5222,Ped crossing  peds  construction  parked bicycles  turn right
2dc89e0f9c6c4dbab908d341fab020c6,Turn left  parking lot  peds  parked motorcycles
2dc89e0f9c6c4dbab908d341fab020c6,Turn left  parking lot  peds  parked motorcycles
2dc89e0f9c6c4dbab908d341fab020c6,Turn left  parking lot  peds  parked motorcycles
e0a22086a94f48e5bbd4c4e7916b2106,Peds sitting  turn left  parked bicycle  jaywalker
e0a22086a94f48e5bbd4c4e7916b2106,Peds sitting  turn left  parked bicycle  jaywalker
e0a22086a94f48e5bbd4c4e7916b2106,Peds sitting  turn left  parked bicycle  jaywalker
25f40f7316954a3e978e24d691e1a117,Pass vehicles  turn right  person getting off scooter
25f40f7316954a3e978e24d691e1a117,Pass vehicles  turn right  person getting off scooter
25f40f7316954a3e978e24d691e1a117,Pass vehicles  turn right  person getting off scooter
d0de3bf834b747179080898725b0f21d,Turn left  construction  peds  parked bicycle  turn left
d0de3bf834b747179080898725b0f21d,Turn left  construction  peds  parked bicycle  turn left
d0de3bf834b747179080898725b0f21d,Turn left  construction  peds  parked bicycle  turn left
11058d54abcd4829828523040372ce05,Start at intersection  turn right  scooter  peds
11058d54abcd4829828523040372ce05,Start at intersection  turn right  scooter  peds
11058d54abcd4829828523040372ce05,Start at intersection  turn right  scooter  peds
3359935281a34136992997acab7cdddd,Cross intersection  bridge  arrive at intersection
3359935281a34136992997acab7cdddd,Cross intersection  bridge  arrive at intersection
3359935281a34136992997acab7cdddd,Cross intersection  bridge  arrive at intersection
a5887dd5d6d947e4af581b915716d51c,Go straight  parked cars  dense traffic  bicycle rack  truck with empty trailer
a5887dd5d6d947e4af581b915716d51c,Go straight  parked cars  dense traffic  bicycle rack  truck with empty trailer
a5887dd5d6d947e4af581b915716d51c,Go straight  parked cars  dense traffic  bicycle rack  truck with empty trailer
6295f0119c5c44d8a75e0016517a172d,Go straight  parked cars  bendy bus
6295f0119c5c44d8a75e0016517a172d,Go straight  parked cars  bendy bus
6295f0119c5c44d8a75e0016517a172d,Go straight  parked cars  bendy bus
ed97ee6a3b444ba7800641baab057556,Go straight  two bicycles  turn right  two bendy busses
ed97ee6a3b444ba7800641baab057556,Go straight  two bicycles  turn right  two bendy busses
ed97ee6a3b444ba7800641baab057556,Go straight  two bicycles  turn right  two bendy busses
d987908d74794138b07d1237887bb441,Cross intersection  bicyclist crossing  school bus  bicycle rack  jaywalker  peds  parked scooter
d987908d74794138b07d1237887bb441,Cross intersection  bicyclist crossing  school bus  bicycle rack  jaywalker  peds  parked scooter
d987908d74794138b07d1237887bb441,Cross intersection  bicyclist crossing  school bus  bicycle rack  jaywalker  peds  parked scooter
62696ecd66a3445da436ce2d87ee3501,Turn right  reflections  parked cars
62696ecd66a3445da436ce2d87ee3501,Turn right  reflections  parked cars
62696ecd66a3445da436ce2d87ee3501,Turn right  reflections  parked cars
181bf34123514c329e2cef72847607a4,Parked cars  jaywalker
181bf34123514c329e2cef72847607a4,Parked cars  jaywalker
181bf34123514c329e2cef72847607a4,Parked cars  jaywalker
dbfd4af0e0d744858e796ec69826e673,Ped walking dog  peds  parking lot  truck  parked motorcycle
dbfd4af0e0d744858e796ec69826e673,Ped walking dog  peds  parking lot  truck  parked motorcycle
dbfd4af0e0d744858e796ec69826e673,Ped walking dog  peds  parking lot  truck  parked motorcycle
fab5dcdfa43b4cce99da3ddf6718cc2a,Parked cars  parking lot  peds
fab5dcdfa43b4cce99da3ddf6718cc2a,Parked cars  parking lot  peds
fab5dcdfa43b4cce99da3ddf6718cc2a,Parked cars  parking lot  peds
fd2d419d4cf84a2d84922b9b7d2cea4d,Stroller  peds  dense traffic  turn left
fd2d419d4cf84a2d84922b9b7d2cea4d,Stroller  peds  dense traffic  turn left
fd2d419d4cf84a2d84922b9b7d2cea4d,Stroller  peds  dense traffic  turn left
b519ec833e23450a8bd3340b67f2516b,Very dense traffic  congestion  overtake car  peds
b519ec833e23450a8bd3340b67f2516b,Very dense traffic  congestion  overtake car  peds
b519ec833e23450a8bd3340b67f2516b,Very dense traffic  congestion  overtake car  peds
36349e9caeff483e9d8d25e9743b9f5b,Wait at highway-like intersection  many cars  motorcycle  trash cans
36349e9caeff483e9d8d25e9743b9f5b,Wait at highway-like intersection  many cars  motorcycle  trash cans
36349e9caeff483e9d8d25e9743b9f5b,Wait at highway-like intersection  many cars  motorcycle  trash cans
9f5f2211d6f943a89dd87bbe9703539d,Wait at highway-like intersection  many cars  truck
9f5f2211d6f943a89dd87bbe9703539d,Wait at highway-like intersection  many cars  truck
9f5f2211d6f943a89dd87bbe9703539d,Wait at highway-like intersection  many cars  truck
ced236f5da704cbcb41249bb6ecc8b68,Turn right  residential area  construction  narrow road  motorcycle
ced236f5da704cbcb41249bb6ecc8b68,Turn right  residential area  construction  narrow road  motorcycle
ced236f5da704cbcb41249bb6ecc8b68,Turn right  residential area  construction  narrow road  motorcycle
1847e3fc11ab466d95f82e6c7031f33d,Residential area  many cars on the opposite lane  garbage bins
1847e3fc11ab466d95f82e6c7031f33d,Residential area  many cars on the opposite lane  garbage bins
1847e3fc11ab466d95f82e6c7031f33d,Residential area  many cars on the opposite lane  garbage bins
f2e4460c1fd149ec8068626837f20013,Residential area  parked bike  rubbish bins  sitting peds  motorcycle
f2e4460c1fd149ec8068626837f20013,Residential area  parked bike  rubbish bins  sitting peds  motorcycle
f2e4460c1fd149ec8068626837f20013,Residential area  parked bike  rubbish bins  sitting peds  motorcycle
295c6c85275e4376bc8446b4a76504cd,Residential area  turn right  cross intersection  parked bike  lot of trash bins
295c6c85275e4376bc8446b4a76504cd,Residential area  turn right  cross intersection  parked bike  lot of trash bins
295c6c85275e4376bc8446b4a76504cd,Residential area  turn right  cross intersection  parked bike  lot of trash bins
83ffc453d209404781ea4574d77adb22,Residential area  many trash cans  jaywalker  ped with bags  parked scooter  parked vehicles
83ffc453d209404781ea4574d77adb22,Residential area  many trash cans  jaywalker  ped with bags  parked scooter  parked vehicles
83ffc453d209404781ea4574d77adb22,Residential area  many trash cans  jaywalker  ped with bags  parked scooter  parked vehicles
c34206e65a1442828b950b0ca52098b7,Residential area  taxi turn right  rubbish bins (pushable pullable objects)  parked bicycles  parked cars
c34206e65a1442828b950b0ca52098b7,Residential area  taxi turn right  rubbish bins (pushable pullable objects)  parked bicycles  parked cars
c34206e65a1442828b950b0ca52098b7,Residential area  taxi turn right  rubbish bins (pushable pullable objects)  parked bicycles  parked cars
268099669c954f429087081530094337,Residential area  narrow road  overtake stopped car  peds  parked trucks
268099669c954f429087081530094337,Residential area  narrow road  overtake stopped car  peds  parked trucks
268099669c954f429087081530094337,Residential area  narrow road  overtake stopped car  peds  parked trucks
5c6620829a1f492b8482218670aa0541,Residential area  bicycle  bump
5c6620829a1f492b8482218670aa0541,Residential area  bicycle  bump
5c6620829a1f492b8482218670aa0541,Residential area  bicycle  bump
ceca737af78440118b7b394a54723454,Residential area  parked bike  rubbish bins
ceca737af78440118b7b394a54723454,Residential area  parked bike  rubbish bins
ceca737af78440118b7b394a54723454,Residential area  parked bike  rubbish bins
055a607b74e04001adef097225a8661a,Residential area  rubbish bins  ped holds umbrella
055a607b74e04001adef097225a8661a,Residential area  rubbish bins  ped holds umbrella
055a607b74e04001adef097225a8661a,Residential area  rubbish bins  ped holds umbrella
5035adcd18d34d4783c2ccb41db998c1,Nature  trash cans  narrow road  bump  cross intersection  barricade  construction  parked bicycle  trash bags  van turning
5035adcd18d34d4783c2ccb41db998c1,Nature  trash cans  narrow road  bump  cross intersection  barricade  construction  parked bicycle  trash bags  van turning
5035adcd18d34d4783c2ccb41db998c1,Nature  trash cans  narrow road  bump  cross intersection  barricade  construction  parked bicycle  trash bags  van turning
05d5241d4d5a4c2a9c670dc8c9853c74,Residential area  turn right  parked bike  narrow road  oncoming vehicle  trash cans
05d5241d4d5a4c2a9c670dc8c9853c74,Residential area  turn right  parked bike  narrow road  oncoming vehicle  trash cans
05d5241d4d5a4c2a9c670dc8c9853c74,Residential area  turn right  parked bike  narrow road  oncoming vehicle  trash cans
3be5ff913abf449bac92ce2d2a4cffa0,Residential area  movable trash cans  nature  van turn left  ped
3be5ff913abf449bac92ce2d2a4cffa0,Residential area  movable trash cans  nature  van turn left  ped
3be5ff913abf449bac92ce2d2a4cffa0,Residential area  movable trash cans  nature  van turn left  ped
bd916d78cb3149999182fb3ce4eb8a8d,Nature  garbage bins  driving uphill on narrow road  peds  oncoming car
bd916d78cb3149999182fb3ce4eb8a8d,Nature  garbage bins  driving uphill on narrow road  peds  oncoming car
bd916d78cb3149999182fb3ce4eb8a8d,Nature  garbage bins  driving uphill on narrow road  peds  oncoming car
4b5bf3f4668d44fea9a676e9c4a8a79e,Nature  overtake parked van  rubbish bins
4b5bf3f4668d44fea9a676e9c4a8a79e,Nature  overtake parked van  rubbish bins
4b5bf3f4668d44fea9a676e9c4a8a79e,Nature  overtake parked van  rubbish bins
b526c20f7eed49f0886cdb4ba6b733e8,Nature  construction worker
